TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,334.375,336,48
-1,338,52,32
-1,341.25,68,32
-1,344.8125,1,32
-1,348.0625,493,48
-1,351.6875,446,56
-1,355.3125,443,64
-1,358.5,447,80
1515627512617,2.5,443,48
-1,5.75,450,48
-1,9,439,40
-1,12.25,223,80
-1,15.8125,212,88
-1,19.0625,218,80
-1,22.6875,488,48
-1,25.9375,1,16
-1,29.5,1,16
-1,33.125,1,32
-1,36.375,577,64
-1,39.625,593,64
-1,42.875,1,32
-1,46.4375,1,8
-1,49.6875,532,56
-1,53.3125,1,48
-1,56.5625,537,64
-1,60.125,510,40
-1,63.375,1,24
-1,67,1,64
-1,70.25,109,64
-1,74.1875,103,64
-1,77.4375,105,64
-1,80.6875,484,64
-1,84.3125,479,72
-1,87.5625,496,48
-1,90.75,501,64
-1,94.375,509,56
-1,97.625,488,56
-1,101.25,490,64
-1,104.5,499,64
-1,108.0625,100,48
-1,111.3125,108,64
-1,114.5625,108,64
-1,117.8125,556,40
-1,121.0625,558,40
-1,124.3125,572,40
-1,127.875,1,48
-1,131.125,655,48
-1,135.125,638,48
-1,138.375,760,40
-1,141.9375,712,72
-1,145.1875,767,40
-1,148.8125,815,40
-1,152.0625,1,16
-1,155.3125,1,32
-1,158.875,711,40
-1,162.125,1,40
-1,165.75,724,40
-1,169,1,24
-1,172.5625,694,40
-1,175.8125,1,16
-1,179.4375,1,24
-1,182.6875,224,64
-1,186.25,352,48
-1,189.5,288,80
-1,193.125,245,80
-1,196.375,256,80
-1,199.625,741,24
-1,202.875,60,64
-1,206.4375,56,72
-1,209.6875,53,72
-1,213.3125,57,80
-1,216.5625,64,80
-1,220.125,61,80
-1,223.75,53,80
-1,227,58,72
-1,230.625,54,80
-1,234.1875,57,80
-1,237.4375,57,80
-1,240.6875,60,80
-1,244.3125,54,80
-1,247.5625,54,80
-1,251.125,57,80
-1,254.375,63,72
-1,258,62,72
-1,261.25,66,64
-1,264.5,63,72
-1,268.0625,141,64
-1,271.3125,358,56
-1,274.5625,371,72
-1,278.1875,346,56
-1,281.4375,302,64
-1,285,270,32
