TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
1515627580268,208.4375,208,159
-1,226.0625,78,84
-1,231.0625,65,183
-1,236.125,63,183
-1,241.1875,65,191
-1,246.1875,61,191
-1,251.625,61,191
-1,257.75,57,183
-1,263.875,55,183
-1,288.3125,419,25
-1,293.75,223,191
-1,299.125,227,191
-1,323.25,1,20
-1,343.4375,60,70
-1,348.4375,64,183
-1,353.875,60,183
-1,359.25,63,191
1515627580300,5,59,183
-1,10.4375,64,183
-1,15.8125,63,183
-1,21.1875,67,183
-1,27,67,191
-1,36,610,183
-1,61.5,741,35
-1,86,1,55
-1,103.625,256,84
-1,109.75,242,183
-1,135,258,55
-1,159.4375,342,70
-1,166.3125,370,167
-1,172.4375,363,175
-1,197.625,317,45
-1,204.4375,377,167
-1,216.6875,164,191
-1,221.75,82,191
-1,226.75,65,183
-1,231.4375,62,191
-1,237.1875,65,183
-1,242.25,65,191
-1,247.625,60,183
-1,253.0625,62,183
-1,259.5,61,167
-1,274.3125,1,167
-1,296.25,249,70
-1,301.3125,230,191
-1,326.125,562,60
-1,343.4375,61,84
-1,348.4375,63,183
-1,353.5,64,191
-1,358.5,63,191
1515627580413,3.9375,61,191
-1,9.3125,60,183
-1,14.375,66,191
-1,19.75,65,183
-1,25.5,67,183
-1,30.9375,73,183
-1,56.125,662,35
-1,81.3125,764,70
-1,102.5625,263,70
-1,107.625,243,191
-1,132.8125,255,65
-1,157.625,340,65
-1,163.75,375,159
-1,169.875,366,167
-1,182.5,192,175
-1,199.4375,350,84
-1,223.5,120,70
-1,228.5625,62,183
-1,233.625,62,191
-1,238.625,63,183
-1,243.6875,63,183
-1,248.75,60,191
-1,254.125,61,183
-1,261,51,159
-1,277.875,1,159
-1,295.5,238,84
-1,300.5625,228,199
-1,325.0625,562,45
-1,343.4375,63,84
-1,348.4375,62,183
-1,353.5,64,183
-1,358.5,65,183
1515627580506,3.9375,66,191
-1,9.3125,59,191
-1,14.75,63,183
-1,20.875,61,183
-1,26.25,66,183
-1,32.375,69,183
-1,43.875,606,159
-1,69.0625,777,40
-1,94.3125,1,50
-1,101.125,275,167
-1,106.1875,235,183
-1,115.5,268,183
-1,126.3125,242,183
-1,151.1875,289,50
-1,166.625,375,98
-1,172.75,359,175
-1,197.625,318,45
-1,208.0625,250,167
-1,225.6875,78,84
-1,230.75,61,183
-1,235.75,64,183
-1,240.8125,60,191
-1,245.875,61,183
-1,250.875,62,183
-1,257.375,64,183
-1,263.125,60,175
-1,287.25,432,25
-1,292.3125,228,183
-1,297.3125,226,183
-1,302.75,233,191
-1,326.875,567,60
-1,343.4375,65,84
-1,348.4375,65,191
-1,353.5,62,183
-1,358.875,63,183
1515627580601,4.625,58,191
-1,10.0625,62,191
-1,15.4375,63,183
-1,20.875,66,183
-1,26.25,68,183
-1,32.375,72,175
-1,57.5625,683,35
-1,82.75,749,65
-1,103.3125,257,70
-1,108.3125,239,183
-1,133.5,252,55
-1,158.375,336,65
-1,165.1875,376,159
-1,170.9375,360,167
-1,182.125,160,175
-1,199.75,354,84
-1,223.875,122,70
-1,229.625,63,191
-1,234.6875,64,191
-1,239.75,61,183
-1,245.125,59,183
-1,250.5,62,191
-1,256.625,58,175
-1,262.75,57,159
-1,286.875,431,30
-1,292.3125,228,191
-1,297.3125,227,191
-1,302.75,232,191
-1,327.1875,558,55
-1,343.75,61,98
-1,349.1875,63,183
-1,354.1875,60,191
-1,359.625,62,183
1515627580713,5,58,183
-1,10.4375,62,191
-1,15.8125,64,183
-1,21.1875,62,183
-1,27,65,191
-1,36.6875,605,183
-1,60.8125,1,60
-1,86,736,55
-1,104,254,84
-1,109.0625,248,183
-1,134.625,246,55
-1,158,334,70
-1,164.5,369,167
-1,170.625,367,183
-1,182.5,160,167
-1,199.4375,349,84
-1,209.125,220,167
-1,226.4375,75,84
-1,231.0625,61,191
-1,236.125,58,191
-1,241.1875,65,191
-1,246.1875,62,183
-1,251.625,60,183
-1,258.0625,60,183
-1,264.9375,54,159
-1,289.4375,1,15
-1,294.4375,223,191
-1,299.5,229,191
-1,324,1,30
-1,343.4375,60,70
-1,348.4375,67,183
-1,353.875,62,183
-1,359.25,63,191
1515627580807,4.625,60,183
-1,10.0625,60,183
-1,15.4375,65,183
-1,20.875,65,183
-1,26.625,68,191
-1,32.75,72,183
-1,51.4375,639,167
-1,76.625,759,40
-1,101.875,261,60
-1,106.875,238,191
-1,117.3125,269,183
-1,142.1875,247,55
-1,153.3125,378,191
-1,160.1875,383,175
-1,165.9375,367,167
-1,172.0625,361,175
-1,196.5,309,45
-1,203.375,370,167
-1,208.75,163,191
-1,225.6875,73,84
-1,230.75,62,191
-1,235.75,61,183
-1,241.1875,64,183
-1,246.5625,60,183
-1,252,59,191
-1,258.4375,61,183
-1,273.5625,25,159
-1,295.5,248,70
-1,300.5625,228,191
-1,324.6875,559,45
-1,343.75,61,84
-1,348.8125,61,183
-1,354.1875,61,191
-1,359.625,63,191
1515627580902,5.375,62,191
-1,10.4375,61,191
-1,15.4375,67,183
-1,20.5,66,191
-1,26.625,67,183
-1,31.625,71,183
-1,43.875,590,159
-1,69.4375,760,45
-1,94.3125,1,50
-1,102.1875,282,175
-1,107.25,235,191
-1,116.625,264,191
-1,127.0625,247,159
-1,151.875,301,55
-1,159.0625,381,167
-1,165.5625,369,167
-1,171.6875,360,175
-1,182.5,151,175
-1,199.4375,353,84
-1,207.6875,220,159
-1,226.4375,77,84
-1,231.4375,62,183
-1,236.875,64,183
-1,242.25,67,191
-1,247.3125,60,183
-1,253.0625,64,183
-1,259.5,54,175
-1,274.625,1,175
-1,295.5,245,70
-1,300.5625,229,191
-1,325.0625,562,45
-1,343.75,61,84
-1,348.8125,60,183
-1,353.875,63,191
-1,358.875,63,191
1515627581013,4.3125,62,183
-1,9.3125,60,191
-1,14.75,67,183
-1,20.125,65,191
-1,26.25,67,183
-1,31.625,75,175
-1,43.5,598,167
-1,68.75,762,40
-1,93.5625,202,65
-1,107.625,259,98
-1,132.8125,253,60
-1,157.3125,340,65
-1,163.4375,378,159
-1,169.5,356,167
-1,175.625,366,183
-1,182.125,114,159
-1,199.75,353,84
-1,223.5,119,70
-1,228.5625,67,191
-1,234,62,191
-1,239.375,64,183
-1,244.75,63,183
-1,250.1875,62,191
-1,256.3125,63,175
-1,262.4375,60,167
-1,286.875,447,30
-1,291.9375,227,191
-1,297.3125,228,191
-1,302.75,233,191
-1,327.1875,563,60
-1,343.75,63,98
-1,348.8125,62,183
-1,353.875,62,191
-1,359.25,58,183
1515627581112,5,61,191
-1,10.0625,62,191
-1,15.0625,63,183
-1,20.5,63,183
-1,26.25,70,183
-1,31.625,69,183
-1,56.125,680,35
-1,81.3125,759,65
-1,104,262,70
-1,109.0625,242,183
-1,134.625,259,60
-1,159.0625,338,70
-1,165.1875,371,183
-1,189.3125,312,45
-1,195.4375,358,175
-1,201.5625,365,183
-1,223.1875,118,70
-1,228.5625,67,183
-1,234,66,191
-1,239.375,62,183
-1,245.125,63,191
-1,250.1875,59,191
-1,255.5625,62,183
-1,262.75,48,159
-1,286.875,437,30
-1,291.5625,226,191
-1,297,229,191
-1,302.375,233,191
-1,326.5,562,60
-1,343.4375,64,84
-1,348.4375,62,183
-1,353.5,61,183
-1,358.875,60,191
1515627581205,4.3125,60,183
-1,9.3125,63,183
-1,14.75,63,183
-1,19.75,63,183
-1,25.875,68,191
-1,30.9375,67,183
-1,38.125,589,167
-1,63,748,40
-1,88.1875,740,55
-1,95.375,239,167
-1,108.6875,246,112
-1,133.875,253,60
-1,158.75,337,65
-1,165.1875,373,175
-1,171.3125,357,167
-1,182.125,165,175
-1,199.75,353,84
-1,208.4375,208,159
-1,226.4375,79,84
-1,231.4375,64,183
-1,236.5,63,183
-1,242.625,62,191
-1,247.625,60,183
-1,253.0625,60,183
-1,259.5,64,159
-1,274.3125,49,159
-1,295.1875,247,70
-1,300.1875,228,191
-1,325.0625,552,45
-1,343.4375,64,84
-1,348.8125,62,183
-1,354.1875,62,191
-1,359.25,60,183
1515627581316,4.3125,61,191
-1,9.6875,63,183
-1,15.0625,63,191
-1,20.5,68,183
-1,26.625,67,191
-1,32,69,183
-1,45.3125,599,167
-1,70.875,772,50
-1,95.75,1,70
-1,108.6875,244,112
-1,134.625,255,55
-1,159.4375,341,70
-1,165.5625,371,167
-1,190.4375,298,50
-1,196.5,363,183
-1,202.625,376,175
-1,208.4375,164,167
-1,226.0625,74,84
-1,231.4375,62,183
-1,236.5,64,183
-1,241.875,70,183
-1,247.3125,60,183
-1,252.3125,58,191
-1,258.4375,58,175
-1,264.5625,56,167
-1,289.0625,412,20
-1,294.0625,221,191
-1,299.5,226,191
-1,324.3125,1,25
-1,343.4375,64,70
-1,348.4375,61,183
-1,353.5,65,191
-1,358.5,64,183
1515627581412,4.3125,58,191
-1,9.6875,60,183
-1,14.75,63,183
-1,20.125,68,183
-1,25.875,66,183
-1,30.9375,71,183
-1,55.4375,671,65
-1,80.625,751,60
-1,103.3125,257,70
-1,108.3125,243,183
-1,133.1875,255,55
-1,158.375,343,65
-1,164.5,375,175
-1,170.625,359,175
-1,182.5,167,175
-1,199.75,351,84
-1,223.875,123,70
-1,228.9375,62,183
-1,234,64,191
-1,239.375,64,183
-1,244.75,61,191
-1,249.8125,60,183
-1,254.875,66,183
-1,261.3125,62,159
-1,278.25,474,175
-1,295.5,235,84
-1,300.9375,228,191
-1,326.125,564,55
-1,343.75,63,84
-1,348.8125,61,191
-1,354.1875,62,191
-1,359.625,66,183
1515627581511,5,60,191
-1,10.4375,62,183
-1,15.4375,65,191
-1,20.875,63,183
-1,27,65,183
-1,37.0625,607,183
-1,61.875,737,35
-1,87.0625,743,55
-1,104.75,257,84
-1,113.375,253,183
-1,119.5,267,167
-1,144,255,60
-1,163.4375,394,84
-1,168.4375,366,175
-1,174.9375,366,175
-1,199.75,326,45
-1,208.4375,210,159
-1,226.0625,76,84
-1,231.0625,63,191
-1,236.5,64,183
-1,241.875,62,191
-1,247.3125,60,191
-1,252.3125,60,191
-1,258.8125,65,183
-1,273.9375,37,159
-1,295.875,256,70
-1,300.9375,228,191
-1,325.4375,1,50
-1,343.75,62,84
-1,348.8125,61,183
-1,353.875,62,183
-1,358.875,64,183
1515627581618,4.625,64,183
-1,9.6875,59,191
-1,15.0625,65,183
-1,20.5,69,183
-1,26.25,68,183
-1,32.375,73,175
-1,45,597,159
-1,70.1875,768,45
-1,95,1,60
-1,104.75,266,167
-1,110.5,247,175
-1,136.0625,261,55
-1,142.1875,257,159
-1,161.9375,386,84
-1,168.8125,372,175
-1,174.9375,356,175
-1,199.75,324,45
-1,208.4375,217,159
-1,226.4375,79,84
-1,231.4375,65,191
-1,236.5,64,191
-1,241.5,63,183
-1,246.9375,62,183
-1,252.3125,65,183
-1,258.8125,61,183
-1,272.5,1,159
-1,296.25,245,70
-1,301.3125,232,191
-1,326.5,555,60
-1,343.0625,60,84
-1,348.0625,64,183
-1,353.125,62,183
-1,358.1875,63,191
1515627581713,3.5625,63,191
-1,9,62,191
-1,14,63,191
-1,19.0625,66,191
-1,24.4375,66,183
-1,29.875,71,183
-1,55.0625,649,40
-1,80.25,765,40
-1,105.4375,266,65
-1,115.5,266,183
-1,124.1875,258,183
-1,149,276,55
-1,165.1875,387,98
-1,171.3125,358,159
-1,182.125,157,175
-1,200.125,352,84
-1,208.0625,202,167
-1,226.0625,72,84
-1,231.0625,61,191
-1,236.5,63,191
-1,241.875,66,191
-1,247.3125,62,191
-1,252.6875,63,191
-1,259.1875,59,175
-1,272.875,1,159
-1,296.25,245,70
-1,301.625,229,191
-1,325.75,565,55
-1,343.4375,65,84
-1,348.4375,65,183
