TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,85.5,1,40
-1,88.6875,58,80
-1,92.25,72,48
-1,95.8125,68,80
-1,99.3125,61,72
-1,102.5625,55,80
-1,105.75,56,80
-1,108.9375,57,72
-1,112.4375,49,40
-1,115.5625,45,56
-1,118.75,55,72
-1,122.1875,45,56
-1,125.375,44,72
-1,128.875,51,56
-1,132.375,48,56
-1,135.875,40,64
-1,139.0625,45,64
-1,142.3125,56,48
-1,145.8125,32,48
-1,149,35,32
-1,152.5625,309,80
-1,155.8125,298,64
-1,159.0625,1,16
-1,162.625,5,24
-1,165.875,1,24
-1,169.5,1,24
-1,173.125,1,24
-1,176.375,1,48
-1,179.5625,1,48
-1,182.6875,13,64
-1,186.1875,1,56
-1,189.3125,56,56
-1,192.8125,57,40
-1,195.9375,1,32
-1,199.4375,202,88
-1,202.625,211,80
-1,205.8125,201,88
-1,209.375,198,80
-1,212.5625,220,80
-1,215.75,228,72
-1,218.9375,232,80
-1,222.5,214,32
-1,225.6875,208,48
-1,228.875,211,48
-1,232.0625,213,88
-1,235.625,217,88
-1,238.8125,225,88
-1,242.375,232,88
-1,245.9375,240,88
-1,249.125,254,88
-1,252.6875,265,80
-1,255.875,282,80
-1,259.4375,1,24
-1,262.625,1,24
-1,266.125,75,48
-1,269.25,1,32
-1,272.4375,1,24
-1,275.875,1,24
-1,279.0625,1,24
-1,282.5,3870,24
-1,285.6875,73,40
-1,289.1875,69,88
-1,292.4375,63,80
-1,295.625,66,80
-1,299.125,63,80
-1,302.375,67,72
-1,305.5625,66,72
-1,308.75,71,80
-1,311.9375,72,80
-1,315.5,76,72
-1,318.6875,81,80
-1,322.25,80,80
-1,325.4375,500,64
-1,328.9375,1,24
-1,332.5,33,40
-1,335.6875,42,64
-1,338.8125,38,64
-1,342,49,64
-1,345.5,34,56
-1,348.6875,54,56
-1,352.25,62,88
-1,355.375,61,80
-1,358.9375,62,80
1515534629953,2.4375,490,32
-1,5.625,1,32
-1,8.8125,530,56
-1,12.375,1,48
-1,15.5625,1,40
-1,19.125,1,32
-1,23.0625,94,64
-1,26.5625,99,88
-1,29.75,104,80
-1,33,105,88
-1,36.1875,97,40
-1,39.375,42,72
-1,42.5625,28,64
-1,46.125,34,80
-1,49.3125,40,64
-1,52.875,33,72
-1,56.0625,38,72
-1,59.25,37,80
-1,62.4375,38,64
-1,66,37,64
-1,69.5,42,88
-1,72.625,42,80
-1,76.125,37,72
-1,79.25,43,72
-1,82.375,43,80
-1,85.875,1,40
-1,89.375,50,72
-1,92.625,49,64
-1,95.8125,62,72
-1,99,59,72
-1,102.1875,55,72
-1,105.75,60,80
-1,108.9375,58,64
-1,112.4375,1,48
-1,115.5625,48,56
-1,119.0625,54,72
-1,122.1875,47,56
-1,125.375,29,64
-1,128.875,47,64
-1,132.375,1,56
-1,135.875,49,56
-1,139.0625,47,64
-1,142.625,33,56
-1,145.8125,38,40
-1,149.375,13,56
-1,152.5625,316,72
-1,155.8125,299,64
-1,159.0625,1,24
-1,162.3125,3290,24
-1,165.5625,1,24
-1,169.125,1,24
-1,172.375,1,32
-1,176,1,24
-1,179.5625,1,48
-1,182.6875,1,48
-1,185.8125,33,64
-1,189.3125,29,48
-1,192.4375,48,40
-1,195.9375,1,24
-1,199.0625,200,88
-1,202.625,208,72
-1,205.8125,200,88
-1,209,199,88
-1,212.5625,219,80
-1,215.75,225,64
-1,219.3125,235,80
-1,222.875,228,32
-1,226.0625,194,48
-1,229.625,221,64
-1,233.125,215,88
-1,236.3125,223,88
-1,239.5625,224,88
-1,242.75,237,88
-1,246.25,246,88
-1,249.5,253,88
-1,253,263,80
-1,256.1875,276,80
-1,259.75,1,32
-1,262.9375,1,24
-1,266.5,1,32
-1,269.625,1,24
-1,272.75,1,24
-1,275.875,1,24
-1,279.375,1,24
-1,282.5,7408,24
-1,286,71,48
-1,289.1875,68,80
-1,292.75,61,80
-1,295.9375,64,80
-1,299.5,67,80
-1,302.6875,65,80
-1,305.875,67,80
-1,309.4375,72,80
-1,312.625,69,80
-1,316.1875,76,80
-1,319.375,79,80
-1,322.9375,81,80
-1,326.125,477,48
